"pedido_id","estado","fecha_hora","notas","total","tenant_id","cuenta_mesa_id"
"1648",True,"2024-08-16 15:05:45.804738","Plato para compartir.","251","1","1404"
"1649",True,"2024-12-11 13:52:54.165652","Agregar cubiertos adicionales.","294","1","1405"
"1650",True,"2024-08-12 20:59:03.533293","Con limón aparte.","146","1","1406"
"1651",True,"2023-12-22 21:24:03.46229","Agregar salsa extra.","143","1","1407"
"1652",True,"2025-05-06 15:10:57.667428","Sin aderezo.","96","1","1408"
"1653",True,"2025-03-21 21:25:58.79414","","101","1","1409"
"1654",True,"2025-03-21 21:25:33.674542","Servir bien caliente.","36","1","1409"
"1655",True,"2023-11-04 20:13:24.531018","No añadir mayonesa.","180","1","1410"
"1656",True,"2024-12-27 14:30:59.918945","Dividir el plato.","93","1","1411"
"1657",True,"2024-08-31 14:56:49.405612","Evitar ingredientes crudos.","166","1","1412"
"1658",True,"2024-02-18 15:12:02.49941","Sin aderezo.","106","1","1413"
"1659",True,"2024-11-29 15:15:14.360633","Dividir el plato.","101","1","1414"
"1660",True,"2024-12-06 22:05:03.957455","Cocinar bien la carne.","220","1","1415"
"1661",True,"2024-11-29 14:11:19.362687","Cocinar bien la carne.","73","1","1416"
"1662",True,"2025-06-02 00:00:00","Con limón aparte.","214","1","1417"
"1663",True,"2025-06-02 00:00:00","Evitar ingredientes crudos.","229","1","1417"
"1664",True,"2024-11-23 20:05:40.397559","Cocinar bien la carne.","134","1","1418"
"1665",True,"2023-06-23 15:32:56.97348","Poco picante.","261","1","1419"
"1666",True,"2025-04-01 22:39:36.714869","Entrega rápida.","188","1","1420"
"1667",True,"2023-12-12 13:51:31.809361","Sin aderezo.","229","1","1421"
"1668",True,"2024-12-06 16:10:43.111442","Plato para compartir.","142","1","1422"
"1669",True,"2024-12-06 15:23:04.277121","Con limón aparte.","136","1","1422"
"1670",True,"2024-12-06 15:26:00.311865","Sin cebolla, por favor.","190","1","1422"
"1671",True,"2024-03-08 15:02:10.254479","Con limón aparte.","49","1","1423"
"1672",True,"2024-06-21 21:55:37.953229","Servir bien caliente.","64","1","1424"
"1673",True,"2024-07-28 22:39:38.986363","Usar queso sin lactosa.","191","1","1425"
"1674",True,"2023-10-03 17:45:41.98865","Servir bien caliente.","186","1","1426"
"1675",True,"2023-10-03 17:05:44.226671","Usar queso sin lactosa.","75","1","1426"
"1676",True,"2024-08-04 13:27:22.676431","Agregar cubiertos adicionales.","173","1","1427"
"1677",True,"2024-04-14 21:28:01.704201","No incluir pan.","226","1","1428"
"1678",True,"2023-12-18 14:07:50.550065","Usar queso sin lactosa.","130","1","1429"
"1679",True,"2024-11-15 12:48:17.501665","Usar queso sin lactosa.","242","1","1430"
"1680",True,"2023-12-10 15:49:52.993773","Agregar cubiertos adicionales.","84","1","1431"
"1681",True,"2023-08-18 00:01:05.119184","Preparar como la vez pasada.","226","1","1432"
"1682",True,"2024-05-10 22:52:18.074601","Poco picante.","47","1","1433"
"1683",True,"2023-11-10 14:13:45.030302","Usar queso sin lactosa.","119","1","1434"
"1684",True,"2024-12-06 22:34:40.159821","","203","1","1435"
"1685",True,"2025-04-04 22:46:45.193171","Sin aderezo.","121","1","1436"
"1686",True,"2024-01-12 14:42:32.60821","Agregar salsa extra.","210","1","1437"
"1687",True,"2024-07-17 15:09:38.214045","Preparar como la vez pasada.","217","1","1438"
"1688",True,"2023-10-20 14:11:26.78549","Poco picante.","219","1","1439"
"1689",True,"2025-06-02 00:00:00","Preparar como la vez pasada.","426","1","1440"
"1690",True,"2024-07-12 20:57:31.759223","Sin cebolla, por favor.","152","1","1441"
"1691",True,"2024-08-12 13:31:52.585282","Plato para compartir.","236","1","1442"
"1692",True,"2024-08-12 20:04:04.484292","","110","1","1443"
"1693",True,"2023-08-05 13:28:29.351475","Sin cebolla, por favor.","133","1","1444"
"1694",True,"2023-08-06 14:36:16.204578","Con limón aparte.","221","1","1445"
"1695",True,"2024-07-13 20:29:59.494827","Poco picante.","185","1","1446"
"1696",True,"2024-12-21 21:50:14.24407","Servir en dos platos.","123","1","1447"
"1697",True,"2024-12-21 20:41:30.354869","Usar queso sin lactosa.","217","1","1447"
"1698",True,"2024-06-21 22:14:33.548653","Sin cebolla, por favor.","69","1","1448"
"1699",True,"2024-06-21 23:29:37.936474","Cocinar bien la carne.","216","1","1448"
"1700",True,"2023-12-29 19:19:23.394588","Entrega rápida.","309","1","1449"
"1701",True,"2024-09-27 14:03:17.371952","Preparar como la vez pasada.","136","1","1450"
"1702",True,"2023-08-01 20:40:35.743366","Sin aderezo.","194","1","1451"
"1703",True,"2023-11-12 13:29:30.246601","Agregar salsa extra.","126","1","1452"
"1704",True,"2023-10-06 21:48:29.231445","Poco picante.","106","1","1453"
"1705",True,"2023-06-13 20:43:43.184312","No añadir mayonesa.","122","1","1454"
"1706",True,"2024-04-02 20:55:20.97283","No incluir pan.","169","1","1455"
"1707",True,"2024-08-06 12:56:52.915818","Cocinar bien la carne.","198","1","1456"
"1708",True,"2024-12-19 22:32:42.318462","Plato para compartir.","158","1","1457"
"1709",True,"2024-08-09 16:32:39.309952","Poco picante.","261","1","1458"
"1710",True,"2024-08-04 14:25:46.462666","Servir bien caliente.","245","1","1459"
"1711",True,"2024-01-19 12:52:16.083627","Con limón aparte.","126","1","1460"
"1712",True,"2023-07-15 22:05:01.267211","Poco picante.","78","1","1461"
"1713",True,"2024-07-09 22:34:19.156471","Preparar como la vez pasada.","227","1","1462"
"1714",True,"2025-03-06 12:28:59.579971","Agregar cubiertos adicionales.","201","1","1463"
"1715",True,"2024-07-28 15:00:20.771625","Usar queso sin lactosa.","136","1","1464"
"1716",True,"2023-07-21 23:38:52.437929","Agregar cubiertos adicionales.","242","1","1465"
"1717",True,"2024-07-16 14:02:07.631112","No añadir mayonesa.","381","1","1466"
"1718",True,"2024-12-21 14:20:10.238041","Usar queso sin lactosa.","118","1","1467"
"1719",True,"2023-12-29 14:48:14.639809","Servir en dos platos.","291","1","1468"
"1720",True,"2023-12-24 15:54:01.648751","Con limón aparte.","118","1","1469"
"1721",True,"2024-07-13 12:58:24.095827","Evitar ingredientes crudos.","128","1","1470"
"1722",True,"2024-03-01 14:27:41.47621","Evitar ingredientes crudos.","76","1","1471"
"1723",True,"2024-04-28 13:23:19.041375","Entrega rápida.","180","1","1472"
"1724",True,"2024-01-17 14:36:08.210389","Cocinar bien la carne.","81","1","1473"
"1725",True,"2024-12-05 21:21:44.417954","Entrega rápida.","245","1","1474"
"1726",True,"2023-12-09 21:53:14.911475","","309","1","1475"
"1727",True,"2025-05-25 15:51:17.653607","Sin aderezo.","179","1","1476"
"1728",True,"2024-12-26 14:21:44.581473","Agregar salsa extra.","180","1","1477"
"1729",True,"2023-09-08 21:36:56.167435","No añadir mayonesa.","155","1","1478"
"1730",True,"2025-05-20 13:51:30.042439","Plato para compartir.","251","1","1479"
"1731",True,"2025-05-20 14:37:46.409851","Con limón aparte.","175","1","1479"
"1732",True,"2024-07-25 14:26:12.016138","No incluir pan.","386","1","1480"
"1733",True,"2023-08-06 23:19:09.255969","Servir bien caliente.","244","1","1481"
"1734",True,"2025-06-02 00:00:00","Agregar salsa extra.","155","1","1482"
"1735",True,"2024-05-10 21:16:43.14848","Cocinar bien la carne.","217","1","1483"
"1736",True,"2025-02-21 21:14:10.326935","Evitar ingredientes crudos.","68","1","1484"
"1737",True,"2023-12-14 14:59:59.209888","Usar queso sin lactosa.","82","1","1485"
"1738",True,"2024-05-10 22:12:52.722392","Poco picante.","161","1","1486"
"1739",True,"2023-08-21 15:18:02.52781","Poco picante.","465","1","1487"
"1740",True,"2023-12-08 14:55:24.220381","Cocinar bien la carne.","145","1","1488"
"1741",True,"2023-12-22 12:54:24.408652","Entrega rápida.","195","1","1489"
"1742",True,"2023-12-22 13:19:44.268906","Agregar cubiertos adicionales.","105","1","1489"
"1743",True,"2024-12-03 22:11:33.717004","Cocinar bien la carne.","192","1","1490"
"1744",True,"2023-12-08 13:00:09.299277","Sin cebolla, por favor.","237","1","1491"
"1745",True,"2024-08-26 14:14:15.649203","Preparar como la vez pasada.","73","1","1492"
"1746",True,"2024-12-03 15:02:45.428562","Dividir el plato.","133","1","1493"
"1747",True,"2025-05-02 13:12:34.424448","No añadir mayonesa.","297","1","1494"
"1748",True,"2024-09-02 13:31:51.755794","","167","1","1495"
"1749",True,"2023-07-14 22:07:37.489286","Plato para compartir.","129","1","1496"
"1750",True,"2025-04-11 21:57:55.2426","Plato para compartir.","86","1","1497"
"1751",True,"2025-04-11 22:48:00.846618","Evitar ingredientes crudos.","187","1","1497"
"1752",True,"2024-03-22 15:09:00.732985","Servir bien caliente.","347","1","1498"
"1753",True,"2024-12-18 19:40:17.015518","Sin cebolla, por favor.","58","1","1499"
"1754",True,"2024-07-23 16:28:16.568207","Servir bien caliente.","94","1","1500"
"1755",True,"2025-06-02 00:00:00","Dividir el plato.","416","1","1501"
"1756",True,"2024-08-08 22:20:35.584683","Plato para compartir.","242","1","1502"
"1757",True,"2025-06-02 00:00:00","","259","1","1503"
"1758",True,"2023-12-29 16:10:34.238236","No añadir mayonesa.","278","1","1504"
"1759",True,"2024-01-26 12:18:23.252724","Servir bien caliente.","48","1","1505"
"1760",True,"2025-05-02 21:41:24.986656","Con limón aparte.","192","1","1506"
"1761",True,"2024-07-25 20:51:40.755249","Con limón aparte.","59","1","1507"
"1762",True,"2024-02-16 21:21:26.940873","Servir en dos platos.","142","1","1508"
"1763",True,"2023-09-29 13:33:05.184212","Sin aderezo.","220","1","1509"
"1764",True,"2023-09-29 14:13:42.983259","Agregar salsa extra.","60","1","1509"
"1765",True,"2024-12-22 15:16:27.050317","Poco picante.","197","1","1510"
"1766",True,"2023-12-29 20:09:53.311246","Usar queso sin lactosa.","244","1","1511"
"1767",True,"2023-12-29 20:24:21.693048","Preparar como la vez pasada.","101","1","1511"
"1768",True,"2025-06-02 00:00:00","Usar queso sin lactosa.","124","1","1512"
"1769",True,"2024-07-03 13:34:38.663185","Preparar como la vez pasada.","100","1","1513"
"1770",True,"2024-07-03 13:44:17.660348","No incluir pan.","289","1","1513"
"1771",True,"2023-12-24 21:56:31.856959","Servir en dos platos.","237","1","1514"
"1772",True,"2024-05-10 21:02:28.451335","Sin cebolla, por favor.","110","1","1515"
"1773",True,"2024-05-10 20:06:17.069046","No añadir mayonesa.","152","1","1515"
"1774",True,"2023-10-27 12:48:22.83721","Usar queso sin lactosa.","198","1","1516"
"1775",True,"2024-07-26 21:43:08.150031","Usar queso sin lactosa.","191","1","1517"
"1776",True,"2024-07-26 21:26:09.651692","Agregar salsa extra.","171","1","1517"
"1777",True,"2024-07-26 22:05:28.604192","","258","1","1517"
"1778",True,"2025-06-02 00:00:00","Servir bien caliente.","174","1","1518"
"1779",True,"2025-06-02 00:00:00","Sin cebolla, por favor.","77","1","1518"
"1780",True,"2024-03-17 23:33:18.761826","Dividir el plato.","70","1","1519"
"1781",True,"2024-12-04 15:18:26.964291","Con limón aparte.","119","1","1520"
"1782",True,"2023-08-17 13:33:50.004607","Preparar como la vez pasada.","176","1","1521"
"1783",True,"2023-08-17 13:53:17.446961","No añadir mayonesa.","136","1","1521"
"1784",True,"2024-07-19 14:38:28.023936","Sin aderezo.","135","1","1522"
"1785",True,"2024-09-20 21:06:30.008701","Poco picante.","237","1","1523"
"1786",True,"2025-01-11 00:01:35.333803","Evitar ingredientes crudos.","78","1","1524"
"1787",True,"2025-01-10 22:04:12.961342","","126","1","1524"
"1788",True,"2024-07-19 19:50:06.400073","Sin aderezo.","241","1","1525"
"1789",True,"2024-01-12 23:45:00.418382","Sin cebolla, por favor.","194","1","1526"
"1790",True,"2024-07-05 21:45:10.269925","Servir bien caliente.","93","1","1527"
"1791",True,"2023-11-03 22:24:34.467824","Entrega rápida.","264","1","1528"
"1792",True,"2025-06-02 00:00:00","Preparar como la vez pasada.","72","1","1529"
"1793",True,"2023-12-26 16:00:03.097412","Plato para compartir.","143","1","1530"
"1794",True,"2023-12-26 14:54:40.708061","Plato para compartir.","166","1","1530"
"1795",True,"2024-08-04 13:21:33.292808","Evitar ingredientes crudos.","149","1","1531"
"1796",True,"2024-08-02 20:33:38.879611","","261","1","1532"
"1797",True,"2023-08-26 13:48:52.418061","Sin cebolla, por favor.","355","1","1533"
"1798",True,"2024-12-04 16:01:53.800647","Cocinar bien la carne.","121","1","1534"
"1799",True,"2024-10-17 14:28:04.307627","Servir en dos platos.","175","1","1535"
"1800",True,"2025-06-02 00:00:00","Cocinar bien la carne.","231","1","1536"
"1801",True,"2023-06-18 15:06:54.020749","No incluir pan.","178","1","1537"
"1802",True,"2024-12-18 13:48:48.456467","Cocinar bien la carne.","233","1","1538"
"1803",True,"2024-03-07 19:59:19.621471","Con limón aparte.","231","1","1539"
"1804",True,"2025-01-10 19:31:27.427157","Preparar como la vez pasada.","143","1","1540"
"1805",True,"2025-01-10 20:04:48.955068","Agregar salsa extra.","69","1","1540"
"1806",True,"2024-05-10 20:01:41.875229","Servir en dos platos.","297","1","1541"
"1807",True,"2024-12-20 14:07:18.643767","No añadir mayonesa.","250","1","1542"
"1808",True,"2023-06-25 12:59:29.182113","Agregar salsa extra.","183","1","1543"
"1809",True,"2023-08-30 13:28:23.926261","Servir en dos platos.","100","1","1544"
"1810",True,"2023-11-10 21:11:49.163657","Evitar ingredientes crudos.","340","1","1545"
"1811",True,"2023-07-29 22:03:09.241749","Plato para compartir.","104","1","1546"
"1812",True,"2025-06-02 00:00:00","Plato para compartir.","114","1","1547"
"1813",True,"2025-02-10 23:44:24.596217","Evitar ingredientes crudos.","62","1","1548"
"1814",True,"2025-02-10 22:18:03.898536","Agregar salsa extra.","206","1","1548"
"1815",True,"2024-07-08 15:25:40.275241","Sin cebolla, por favor.","173","1","1549"
"1816",True,"2025-06-02 00:00:00","Con limón aparte.","112","1","1550"
"1817",True,"2025-06-02 00:00:00","","120","1","1550"
"1818",True,"2024-08-01 15:41:06.526268","Agregar cubiertos adicionales.","266","1","1551"
"1819",True,"2023-08-11 21:27:28.951956","Agregar salsa extra.","178","1","1552"
"1820",True,"2023-06-14 16:34:10.187897","Entrega rápida.","59","1","1553"
"1821",True,"2025-01-10 21:32:50.207046","Evitar ingredientes crudos.","239","1","1554"
"1822",True,"2024-04-19 13:41:22.213132","Agregar salsa extra.","64","1","1555"
"1823",True,"2024-04-29 20:53:02.450131","No añadir mayonesa.","87","1","1556"
"1824",True,"2024-08-04 16:46:47.993873","Agregar cubiertos adicionales.","194","1","1557"
"1825",True,"2024-08-19 13:50:37.059615","Usar queso sin lactosa.","136","1","1558"
"1826",True,"2024-09-27 14:11:08.064123","Sin aderezo.","131","1","1559"
"1827",True,"2024-09-27 13:36:50.429478","Sin cebolla, por favor.","156","1","1559"
"1828",True,"2023-12-15 21:33:19.421116","Evitar ingredientes crudos.","198","1","1560"
"1829",True,"2023-08-09 20:27:18.719731","","86","1","1561"
"1830",True,"2023-08-09 20:39:30.220358","Servir bien caliente.","296","1","1561"
"1831",True,"2024-08-02 22:36:03.442788","Plato para compartir.","155","1","1562"
"1832",True,"2025-06-02 00:00:00","No añadir mayonesa.","266","1","1563"
"1833",True,"2023-06-23 13:33:30.68491","Agregar salsa extra.","246","1","1564"
"1834",True,"2025-03-12 15:57:43.700199","Plato para compartir.","205","1","1565"
"1835",True,"2023-10-10 22:08:13.023451","Dividir el plato.","148","1","1566"
"1836",True,"2024-10-18 16:12:28.849993","Poco picante.","245","1","1567"
"1837",True,"2023-08-25 21:25:12.985763","Sin cebolla, por favor.","281","1","1568"
"1838",True,"2025-05-30 12:31:20.183868","Entrega rápida.","185","1","1569"
"1839",True,"2025-06-02 00:00:00","Agregar salsa extra.","82","1","1570"
"1840",True,"2024-03-30 15:04:02.135692","No añadir mayonesa.","414","1","1571"
"1841",True,"2024-03-30 15:12:25.569868","No añadir mayonesa.","132","1","1571"
"1842",True,"2024-07-05 13:23:16.71795","Cocinar bien la carne.","168","1","1572"
"1843",True,"2024-09-01 20:38:04.309753","Usar queso sin lactosa.","268","1","1573"
"1844",True,"2023-12-21 14:32:20.688379","No incluir pan.","82","1","1574"
"1845",True,"2024-05-03 16:46:31.127462","","31","1","1575"
"1846",True,"2024-07-12 13:45:16.894449","Preparar como la vez pasada.","153","1","1576"
"1847",True,"2025-06-02 00:00:00","Poco picante.","118","1","1577"
"1848",True,"2024-06-07 13:48:23.5263","","189","1","1578"
"1849",True,"2025-05-16 13:58:24.334851","Dividir el plato.","180","1","1579"
"1850",True,"2024-01-26 20:09:49.721725","Sin cebolla, por favor.","103","1","1580"
"1851",True,"2023-07-21 15:05:24.087983","Evitar ingredientes crudos.","182","1","1581"
"1852",True,"2023-07-23 22:05:28.340288","Dividir el plato.","82","1","1582"
"1853",True,"2024-01-05 14:51:29.611311","No incluir pan.","114","1","1583"
"1854",True,"2024-07-12 23:47:17.908741","Dividir el plato.","88","1","1584"
"1855",True,"2023-11-12 15:29:26.140458","Agregar salsa extra.","218","1","1585"
"1856",True,"2025-06-02 00:00:00","Usar queso sin lactosa.","200","1","1586"
"1857",True,"2024-07-02 15:07:08.286819","Sin cebolla, por favor.","240","1","1587"
"1858",True,"2024-07-02 15:24:24.754896","Cocinar bien la carne.","315","1","1587"
"1859",True,"2025-01-29 14:11:14.348055","Con limón aparte.","178","1","1588"
"1860",True,"2024-04-19 15:59:33.039146","Servir bien caliente.","124","1","1589"
"1861",True,"2025-02-07 19:39:13.855488","Dividir el plato.","313","1","1590"
"1862",True,"2023-08-20 13:32:29.799114","No incluir pan.","289","1","1591"
"1863",True,"2024-04-12 13:50:27.173544","No incluir pan.","156","1","1592"
"1864",True,"2023-08-18 15:41:38.1209","Evitar ingredientes crudos.","218","1","1593"
"1865",True,"2023-12-29 22:14:09.886224","Entrega rápida.","40","1","1594"
"1866",True,"2023-06-16 20:56:42.826361","No añadir mayonesa.","107","1","1595"
"1867",True,"2025-06-02 00:00:00","Sin aderezo.","160","1","1596"
"1868",True,"2024-08-17 14:35:36.5042","Con limón aparte.","350","1","1597"
"1869",True,"2024-12-04 14:57:03.262435","Usar queso sin lactosa.","267","1","1598"
"1870",True,"2024-12-29 23:56:11.024738","Sin aderezo.","244","1","1599"
"1871",True,"2023-09-01 20:40:00.341967","Preparar como la vez pasada.","127","1","1600"
"1872",True,"2024-04-25 15:12:22.051909","Plato para compartir.","228","1","1601"
"1873",True,"2023-10-31 20:49:13.668354","Con limón aparte.","217","1","1602"
